_source,_player,_trial,peak_pelvis_v,peak_trunk_v,peak_humerus_v,peak_arm_v,peak_forearm_v,peak_hand_v,pelvis_to_trunk_lag_ms,trunk_to_humerus_lag_ms,max_x_factor,hip_shoulder_sep_at_fp,max_cog_velo_m_s,cog_decel_m_s,fp1_z_peak,fp2_z_peak,lead_z_peak,rear_z_peak,drive_propulsive_peak_pct_bw,drive_propulsive_impulse_pct_bw_s,lead_braking_peak_pct_bw,lead_braking_impulse_pct_bw_s,lead_block_duration_ms,horizontal_to_vertical_ratio,newtforce_turning_point_z_pct_bw,newtforce_lead_negative_y_pct_bw,newtforce_lead_negative_y_ms_after_br,newtforce_time_of_transfer_ms,layback_deg,torso_fwd_tilt_at_fp,torso_side_bend_at_mer,lead_knee_at_fp,lead_knee_at_br,stride_length,stride_pct,sampling_rate_hz_internal,fp_mapping,fc_frame,br_frame,n_frames
Accurate,parkwoong,Fastball RH Markerless 6,565.78314,881.20081,4093.33252,4093.33252,,3427.77417,36.7,60.0,16.2956,16.2418,,,0.0,1128.05029,0.0,1128.05029,8.4,30.41,,,150.0,0.063,119.5,,,,166.42493,-7.68746,22.98446,42.73118,22.97524,1.52062,79.18924,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1739,1784,8132
Accurate,parkwoong,Fastball RH Markerless 7,606.53979,921.02545,4099.4873,4099.4873,,3259.00757,66.7,70.0,15.37668,15.11895,,,0.0,1208.80566,0.0,1208.80566,0.7,1.7,,,150.0,0.005,135.1,,,,165.72124,-8.35222,21.81738,44.29498,24.06421,1.46549,76.31802,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1653,1698,7576
Accurate,parkwoong,Fastball RH Markerless 9,594.63196,905.95856,3944.60938,3944.60938,,3047.18579,3.3,66.7,14.85648,14.84701,,,0.0,1117.46533,0.0,1117.46533,6.3,10.19,,,156.7,0.047,124.5,,,,166.30582,-9.55001,24.73936,44.88703,28.68591,1.457,75.87592,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1661,1708,7632
Raw,Baesunwoo,Fastball RH Markerless 10,674.45117,950.18164,4936.33154,4936.33154,,3195.51953,76.7,83.3,29.12864,22.52185,,,0.0,1081.8374,0.0,1081.8374,1.5,1.65,,,223.3,0.013,120.3,,,,181.75307,-13.51443,25.36387,59.31256,46.68924,1.38375,79.06881,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",734,801,4992
Raw,Baesunwoo,Fastball RH Markerless 2,681.59302,1017.03027,5038.7749,5038.7749,,4012.45728,66.7,76.7,27.96699,23.97132,,,0.0,1065.80286,0.0,1065.80286,1.3,2.24,,,203.3,0.011,116.4,,,,181.19492,-10.92859,23.07659,55.95609,39.01833,1.3844,79.10591,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",793,854,4960
Raw,Baesunwoo,Fastball RH Markerless 5,671.97394,969.10034,4801.13623,4801.13623,,3382.65039,76.7,76.7,33.25771,25.41861,,,0.0,1073.91895,0.0,1073.91895,0.5,0.69,,,210.0,0.005,115.9,,,,181.72411,-13.08784,27.7368,60.22358,48.05223,1.39965,79.97746,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",704,767,4740
Raw,Baesunwoo,Fastball RH Markerless 7,640.20587,945.03796,4936.28613,4936.28613,,3265.86206,76.7,83.3,28.71697,22.39657,,,0.0,1057.2644,0.0,1057.2644,0.9,1.73,,,220.0,0.008,115.8,,,,181.25485,-11.74672,26.99089,56.82557,46.41788,1.37675,78.66864,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",773,839,5076
Raw,Baesunwoo,Fastball RH Markerless 8,659.26917,950.59583,4739.50098,4739.50098,,3157.21362,73.3,86.7,28.74504,18.99542,,,0.0,1064.55798,0.0,1064.55798,1.1,1.51,,,223.3,0.009,112.5,,,,180.54181,-11.80501,23.89294,59.73709,46.97153,1.38254,78.99968,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",723,790,5380
Raw,Baesunwoo,Fastball RH Markerless 9,681.38544,989.76086,4920.81396,4920.81396,,3634.27856,100.0,76.7,35.17415,26.37099,,,0.0,1034.5946,0.0,1034.5946,1.4,3.21,,,213.3,0.012,114.4,,,,183.79961,-11.00945,25.50427,58.48274,42.93538,1.39108,79.48749,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",850,914,5316
Raw,ahnhyeonseok,Fastball LH Markerless 1,699.08203,964.98914,4392.6084,4392.6084,,3065.89062,13.3,100.0,24.39851,23.48907,,,0.0,786.914,0.0,786.914,1.2,1.29,,,113.3,0.013,87.2,,,,173.92923,-11.9677,26.03072,58.46164,58.76465,1.34809,77.03132,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1047,1081,5896
Raw,ahnhyeonseok,Fastball LH Markerless 10,689.72565,966.36914,4307.04932,4307.04932,,2918.98438,0.0,100.0,25.39995,22.45441,,,0.0,811.61182,0.0,811.61182,2.8,2.87,,,106.7,0.029,90.6,,,,175.32288,-8.75015,27.62006,56.02945,56.37329,1.42691,81.53509,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1085,1117,5788
Raw,ahnhyeonseok,Fastball LH Markerless 2,651.34741,947.08881,4411.77246,4411.77246,,2613.59937,46.7,96.7,25.02466,23.60309,,,0.0,785.76495,0.0,785.76495,2.1,1.02,,,113.3,0.023,88.0,,,,174.77319,-10.5223,26.23972,60.70909,64.97485,1.3806,78.88856,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",830,864,5008
Raw,ahnhyeonseok,Fastball LH Markerless 3,705.71021,975.57416,4639.32422,4639.32422,,2993.94385,6.7,100.0,25.98769,25.02898,,,0.0,824.73077,0.0,824.73077,1.3,1.38,,,110.0,0.014,92.3,,,,176.18251,-10.77421,26.26537,57.12406,57.23624,1.39624,79.78242,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",930,963,5488
Raw,ahnhyeonseok,Fastball LH Markerless 5,739.46948,966.04614,4601.54102,4601.54102,,2870.30103,3.3,100.0,24.06626,21.89171,,,0.0,833.06134,0.0,833.06134,1.9,2.08,,,110.0,0.02,92.1,,,,173.79045,-10.1757,26.8638,57.89331,54.23479,1.36633,78.07327,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1039,1072,5872
Raw,ahnhyeonseok,Fastball LH Markerless 6,675.98254,965.82245,4382.22607,4382.22607,,2779.14233,6.7,93.3,25.92018,24.8891,,,0.0,796.18701,0.0,796.18701,1.5,1.19,,,110.0,0.016,89.1,,,,177.15399,-10.36158,26.88604,56.71872,58.64034,1.40663,80.37608,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",975,1008,5212
Raw,ahnhyeonseok,Fastball LH Markerless 7,702.70062,975.54187,4484.32324,4484.32324,,2665.01953,6.7,100.0,23.01643,22.86855,,,0.0,816.6048,0.0,816.6048,1.2,1.16,,,120.0,0.013,86.4,,,,176.23224,-11.27762,26.95554,59.39912,57.01431,1.36774,78.15375,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1045,1081,5608
Raw,ahnhyeonseok,Fastball LH Markerless 8,664.79114,992.97571,4417.31982,4417.31982,,2981.35522,20.0,96.7,25.76706,25.67818,,,0.0,779.4198,0.0,779.4198,1.6,1.0,,,123.3,0.018,87.1,,,,174.64049,-13.20777,27.03398,55.03518,56.8552,1.42293,81.30767,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",849,886,5020
Raw,ahnhyeonseok,Fastball LH Markerless 9,671.68073,960.46454,4575.63428,4575.63428,,2963.67358,56.7,96.7,24.95465,24.24612,,,0.0,781.93066,0.0,781.93066,1.0,1.41,,,116.7,0.011,87.5,,,,176.44208,-11.83881,27.61212,56.42867,57.12875,1.40693,80.39352,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",894,929,5032
Raw,ahntaegeon,Fastball RH Markerless 1,532.47058,859.74994,4060.04346,4060.04346,,2827.45044,90.0,56.7,28.12578,26.48389,,,0.0,890.8595,0.0,890.8595,4.3,14.46,,,163.3,0.041,94.4,,,,189.07603,4.96672,22.55033,47.07324,43.63977,1.51044,86.30782,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1705,1754,8452
Raw,ahntaegeon,Fastball RH Markerless 10,631.52167,854.50494,3869.7504900000004,3869.7504900000004,,2771.79565,116.7,60.0,36.44082,34.64785,,,0.0,941.05658,0.0,941.05658,2.5,3.71,,,156.7,0.022,101.4,,,,192.01813,3.50152,18.63487,43.92628,29.90895,1.54375,88.21098,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1433,1480,7744
Raw,ahntaegeon,Fastball RH Markerless 11,546.8399,830.00244,4358.46777,4358.46777,,2742.95361,123.3,66.7,35.6325,34.74977,,,0.0,963.57306,0.0,963.57306,2.8,7.44,,,150.0,0.025,107.9,,,,190.62332,2.36247,18.24007,40.23467,34.62859,1.57341,89.90598,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1489,1534,8104
Raw,ahntaegeon,Fastball RH Markerless 13,642.53235,830.34595,3723.22412,3723.22412,,2856.08643,120.0,56.7,36.17766,33.8368,,,0.0,956.09485,0.0,956.09485,2.5,4.17,,,163.3,0.023,104.8,,,,194.09033,2.84657,18.67438,45.89562,34.55703,1.54773,88.43896,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1467,1516,7432
Raw,ahntaegeon,Fastball RH Markerless 14,490.58746,820.86792,3719.3852500000003,3719.3852500000003,,2889.13623,130.0,60.0,34.60262,33.84961,,,0.0,929.74127,0.0,929.74127,2.6,4.42,,,143.3,0.024,100.3,,,,194.7637,3.60178,18.52776,37.7825,34.02828,1.60804,91.88501,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1417,1460,7216
Raw,ahntaegeon,Fastball RH Markerless 15,572.73401,833.80945,3925.45752,3925.45752,,2891.48535,126.7,56.7,36.71093,35.42176,,,0.0,963.05505,0.0,963.05505,3.8,15.06,,,163.3,0.036,102.7,,,,195.73431,3.45313,17.61669,46.20759,36.09845,1.54275,88.15424,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1614,1663,9076
Raw,ahntaegeon,Fastball RH Markerless 2,649.6308,861.44012,4171.8335,4171.8335,,2925.35889,120.0,70.0,35.43459,34.55554,,,0.0,864.11804,0.0,864.11804,5.9,9.43,,,156.7,0.054,96.4,,,,191.30864,1.38125,18.49504,43.25205,41.10853,1.54118,88.06465,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1925,1972,9544
Raw,ahntaegeon,Fastball RH Markerless 3,638.76111,832.84821,4142.18262,4142.18262,,2876.83813,126.7,60.0,35.11847,35.11847,,,0.0,930.93024,0.0,930.93024,3.0,5.46,,,150.0,0.028,102.9,,,,191.96431,2.92252,20.03218,43.08126,39.52647,1.54572,88.32411,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1369,1414,7204
Raw,ahntaegeon,Fastball RH Markerless 4,622.2464,821.18896,4204.12012,4204.12012,,2916.11133,140.0,56.7,37.18915,35.92375,,,0.0,870.86896,0.0,870.86896,3.4,13.94,,,160.0,0.032,93.0,,,,192.34641,2.22113,19.52918,47.542,43.47287,1.5254,87.16298,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1825,1873,9184
Raw,ahntaegeon,Fastball RH Markerless 5,603.90393,861.50446,4050.14844,4050.14844,,3081.97168,123.3,63.3,34.87535,34.7125,,,0.0,942.90839,0.0,942.90839,2.5,3.0,,,146.7,0.023,105.4,,,,191.34979,1.58697,19.60418,39.27378,35.78452,1.5522,88.69421,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1444,1488,7624
Raw,ahntaegeon,Fastball RH Markerless 6,676.8476,786.0351,3976.77539,3976.77539,,2697.8457,126.7,66.7,36.20848,34.97549,,,0.0,951.92609,0.0,951.92609,3.3,10.29,,,163.3,0.03,105.4,,,,192.72545,2.36021,18.93273,46.34891,36.66644,1.50165,85.80553,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1628,1677,8164
Raw,ahntaegeon,Fastball RH Markerless 7,630.45874,813.26746,4267.66797,4267.66797,,2947.14282,133.3,56.7,34.89163,33.0473,,,0.0,948.78137,0.0,948.78137,2.7,7.06,,,166.7,0.025,105.8,,,,195.37991,2.51746,18.14978,47.67756,42.21688,1.53117,87.49233,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1475,1525,7492
Raw,ahntaegeon,Fastball RH Markerless 8,572.73499,832.56848,4345.38086,4345.38086,,2627.20654,93.3,63.3,34.84361,33.71787,,,0.0,946.18347,0.0,946.18347,3.0,4.81,,,166.7,0.027,105.9,,,,194.25986,2.64785,19.80908,45.37057,36.94786,1.53429,87.67073,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1428,1478,7624
Raw,ahntaegeon,Fastball RH Markerless 9,606.94989,805.68842,3766.97803,3766.97803,,2827.31128,116.7,60.0,35.14006,33.76307,,,0.0,1032.10901,0.0,1032.10901,3.4,5.22,,,156.7,0.031,105.0,,,,193.50119,2.99291,18.32897,45.35095,38.28685,1.55516,88.86346,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1356,1403,7348
Raw,baeminseong,Fastball LH Markerless 1,541.638,845.81525,4841.48535,4841.48535,,3034.85669,46.7,113.3,29.72359,29.64722,,,0.0,1008.31647,0.0,1008.31647,6.7,19.53,,,146.7,0.055,110.2,,,,181.63988,-4.23242,11.92718,47.56304,42.37445,1.45641,77.06832,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1383,1427,6592
Raw,baeminseong,Fastball LH Markerless 2,534.00348,873.4574,4960.14355,4960.14355,,3397.24438,46.7,113.3,29.24046,29.15823,,,0.0,1059.93982,0.0,1059.93982,6.3,7.29,,,150.0,0.049,108.6,,,,182.82147,-3.46329,13.4231,50.025,44.14619,1.45352,76.91576,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1168,1213,5592
Raw,baeminseong,Fastball LH Markerless 3,549.00836,858.83997,4744.06934,4744.06934,,2977.82227,60.0,116.7,29.8602,29.62507,,,0.0,1066.95361,0.0,1066.95361,5.0,5.87,,,150.0,0.037,117.9,,,,182.86742,-4.71942,14.1642,52.29499,45.85544,1.45308,76.89233,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1213,1258,5684
Raw,baeminseong,Fastball LH Markerless 4,539.67419,854.50134,4895.77588,4895.77588,,3112.53003,63.3,113.3,29.42385,29.34239,,,0.0,1041.7749,0.0,1041.7749,7.4,8.39,,,146.7,0.058,99.9,,,,183.28819,-5.20208,13.56411,51.42276,45.90215,1.47777,78.19865,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1293,1337,6044
Raw,baeminseong,Fastball LH Markerless 6,531.966,873.00098,4960.59863,4960.59863,,8336.91016,43.3,120.0,31.65234,29.07237,,,0.0,1092.39148,0.0,1092.39148,0.8,1.31,,,403.3,0.006,122.3,,,,182.00148,-5.19829,0.3308,49.33147,12.84086,1.05268,55.70426,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1227,1348,6576
Raw,baeminseong,Fastball LH Markerless 7,511.15997,836.89166,4998.83887,4998.83887,,3151.54517,63.3,120.0,35.40853,30.87897,,,0.0,1084.67627,0.0,1084.67627,0.9,0.8,,,400.0,0.007,118.9,,,,184.81374,-1.86805,16.58878,47.8035,14.93419,1.5033,79.55002,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1198,1318,6236
Raw,baeminseong,Fastball LH Markerless 8,501.74823,786.32611,4890.93701,4890.93701,,3020.67554,66.7,113.3,30.24216,30.1948,,,0.0,1073.79626,0.0,1073.79626,0.4,0.74,,,146.7,0.003,119.4,,,,184.27428,-1.79951,16.47269,48.38469,37.79037,1.52286,80.58475,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1210,1254,7216
Raw,baeminseong,Fastball LH Markerless 9,480.00366,765.09045,5067.20215,5067.20215,,2953.2959,86.7,90.0,31.12546,30.87665,,,0.0,1070.17261,0.0,1070.17261,0.5,1.42,,,146.7,0.004,119.6,,,,185.09464,0.90716,16.7004,49.06938,41.13304,1.5284,80.87787,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1174,1218,6540
Raw,chaboseong,Fastball RH Markerless 1,653.68756,801.90894,4076.1669899999997,4076.1669899999997,,3122.37378,116.7,73.3,40.57389,40.45214,,,0.0,902.57251,0.0,902.57251,2.0,1.94,,,163.3,0.018,100.9,,,,192.11,-4.91435,18.7404,51.78616,37.3274,1.42386,79.06561,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",898,947,5528
Raw,chaboseong,Fastball RH Markerless 2,702.50574,805.77051,3921.9834,3921.9834,,3148.74658,26.7,163.3,39.23604,38.17044,,,0.0,906.17969,0.0,906.17969,3.0,2.69,,,183.3,0.028,98.4,,,,192.43022,-6.29089,21.59624,47.24417,36.29773,1.42662,79.21872,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",800,855,4820
Raw,chaboseong,Fastball RH Markerless 3,674.28601,803.98083,3844.0498,3844.0498,,3541.78296,30.0,160.0,36.18931,35.5773,,,0.0,897.93781,0.0,897.93781,2.5,2.36,,,170.0,0.023,99.9,,,,192.94426,-5.29973,20.56044,52.22608,40.9147,1.45173,80.61336,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",827,878,4840
Raw,chaboseong,Fastball RH Markerless 4,689.65021,785.33344,4012.1279299999997,4012.1279299999997,,3510.85278,30.0,166.7,39.8002,39.55161,,,0.0,995.34753,0.0,995.34753,2.7,2.19,,,173.3,0.025,109.8,,,,192.94551,-5.53813,23.41036,51.52629,37.18714,1.44718,80.36028,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",759,811,4836
Raw,chaboseong,Fastball RH Markerless 5,710.76862,836.31464,4127.07617,4127.07617,,3411.39722,106.7,80.0,41.30844,41.30844,,,0.0,893.547,0.0,893.547,3.0,3.64,,,166.7,0.029,98.6,,,,190.65361,-4.31105,21.75063,51.3569,36.1484,1.40264,77.88744,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",867,917,5152
Raw,chaboseong,Fastball RH Markerless 6,635.83154,825.17792,4032.6625999999997,4032.6625999999997,,3276.94775,23.3,166.7,38.15953,35.30021,,,0.0,878.78772,0.0,878.78772,2.4,2.27,,,163.3,0.022,98.2,,,,191.71138,-4.84559,21.73109,53.42266,39.35907,1.44191,80.06783,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",888,937,5112
Raw,chaboseong,Fastball RH Markerless 7,619.15491,860.38446,3966.9125999999997,3966.9125999999997,,3842.49536,23.3,163.3,35.03881,30.69647,,,0.0,1023.73041,0.0,1023.73041,1.6,2.15,,,160.0,0.014,112.8,,,,193.13106,-2.2688,21.96651,51.05444,34.53481,1.44894,80.45808,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",799,847,4952
Raw,chaboseong,Fastball RH Markerless 9,588.61371,789.35254,3769.2084999999997,3769.2084999999997,,3038.16235,116.7,83.3,39.61647,,,,1484.91284,1348.39844,1484.91284,1348.39844,,,,,,,,,,,191.28149,,20.4853,,38.32967,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,804,3663
Raw,chahyeonbin,Fastball RH Markerless 1,559.4458,915.7616,4314.4585,4314.4585,,3338.69189,50.0,73.3,24.07458,23.98926,,,0.0,612.53528,0.0,612.53528,7.1,18.14,,,130.0,0.083,60.7,,,,171.45401,2.53126,26.53546,47.46636,40.66493,1.48876,82.20573,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1226,1265,5988
Raw,chahyeonbin,Fastball RH Markerless 10,680.79266,904.36511,4414.99072,4414.99072,,3134.24902,100.0,60.0,25.00203,24.22911,,,0.0,556.78149,0.0,556.78149,6.0,17.13,,,133.3,0.081,61.7,,,,173.11009,2.5242,26.08476,55.34879,52.86464,1.49773,82.70084,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1146,1186,5580
Raw,chahyeonbin,Fastball RH Markerless 3,556.53693,932.47485,4451.06299,4451.06299,,2954.08594,86.7,76.7,20.60336,19.22044,,,0.0,276.89023,0.0,276.89023,4.5,13.15,,,163.3,0.065,30.6,,,,171.65373,-0.83133,30.23021,60.78717,61.54464,1.38482,76.4662,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1090,1139,5496
Raw,chahyeonbin,Fastball RH Markerless 4,613.88043,883.53058,4543.93652,4543.93652,,3203.62695,33.3,80.0,22.92764,22.00063,,,0.0,596.53076,0.0,596.53076,6.6,18.95,,,123.3,0.067,43.8,,,,171.36171,4.90261,27.47527,48.41084,36.20724,1.49232,82.40208,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1236,1273,6864
Raw,chahyeonbin,Fastball RH Markerless 5,628.25104,907.29395,4372.15723,4372.15723,,2890.7749,90.0,73.3,24.51371,23.99488,,,0.0,579.00031,0.0,579.00031,4.3,15.4,,,133.3,0.062,64.4,,,,169.14635,1.96643,26.5426,51.73359,44.23868,1.49507,82.55379,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1218,1258,5988
Raw,chahyeonbin,Fastball RH Markerless 6,609.08331,909.38831,4406.1792,4406.1792,,2926.78711,93.3,76.7,25.44829,23.89898,,,0.0,605.06702,0.0,605.06702,6.9,20.15,,,150.0,0.099,67.6,,,,172.32277,-0.20848,28.78904,59.71273,53.60341,1.43641,79.31496,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1106,1151,5276
Raw,chahyeonbin,Fastball RH Markerless 8,602.72461,907.68341,4445.78271,4445.78271,,2955.31177,100.0,66.7,25.80038,25.45849,,,0.0,620.67157,0.0,620.67157,5.4,16.0,,,133.3,0.077,69.0,,,,170.39862,3.38167,27.96424,54.43324,46.61017,1.45621,80.40837,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1126,1166,5628
Raw,chahyeonbin,Fastball RH Markerless 9,537.43311,894.27448,4191.02783,4191.02783,,3421.22827,106.7,60.0,22.71243,22.36481,,,0.0,394.76407,0.0,394.76407,5.0,15.5,,,123.3,0.077,43.7,,,,172.80566,3.34973,25.0538,49.33554,44.1692,1.51787,83.81308,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1102,1139,5444
Raw,choihyeonwook,Fastball RH Markerless 1,570.23596,828.14728,3875.93213,3875.93213,,3545.02539,-3.3,73.3,19.1233,18.83252,,,0.0,1005.65637,0.0,1005.65637,10.1,21.38,,,173.3,0.093,108.8,,,,188.55002,-0.3879,30.03727,57.7082,61.32798,1.36766,76.37589,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1037,1089,5740
Raw,choihyeonwook,Fastball RH Markerless 10,570.58899,851.18799,3952.8710899999996,3952.8710899999996,,3156.79053,-3.3,73.3,18.78326,17.65171,,,0.0,950.22217,0.0,950.22217,4.6,6.82,,,166.7,0.042,100.7,,,,192.13785,0.17859,29.81308,58.00748,59.54243,1.37305,76.67689,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",877,927,5308
Raw,choihyeonwook,Fastball RH Markerless 11,568.0741,816.24927,3877.48438,3877.48438,,3212.698,-6.7,73.3,18.78171,17.38208,,,0.0,988.7439,0.0,988.7439,3.7,7.0,,,166.7,0.034,108.2,,,,193.17328,1.15177,29.26107,63.30071,64.49623,1.39876,78.11231,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",915,965,5104
Raw,choihyeonwook,Fastball RH Markerless 12,547.98151,817.21594,3922.4716799999997,3922.4716799999997,,3328.06396,36.7,73.3,17.79603,17.62848,,,0.0,1243.86475,0.0,1243.86475,2.8,1.11,,,156.7,0.025,99.6,,,,194.04901,4.34161,33.72911,63.80733,65.61547,1.4005,78.20987,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",691,738,4564
Raw,choihyeonwook,Fastball RH Markerless 14,561.57831,840.1803,4084.00244,4084.00244,,3453.95264,36.7,73.3,19.35842,19.35712,,,0.0,1008.92902,0.0,1008.92902,2.4,5.22,,,150.0,0.022,111.8,,,,195.1246,4.86621,34.19836,58.34141,63.30263,1.44012,80.42223,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",871,916,5140
Raw,choihyeonwook,Fastball RH Markerless 15,595.78882,851.58112,4133.0918,4133.0918,,3393.74341,-6.7,76.7,20.17166,20.09916,,,0.0,958.40668,0.0,958.40668,2.6,6.54,,,156.7,0.025,104.7,,,,192.83524,1.54125,32.85567,58.95058,58.36636,1.44205,80.52986,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",935,982,5140
Raw,choihyeonwook,Fastball RH Markerless 2,573.50903,818.35413,3824.1982399999997,3824.1982399999997,,3227.13477,0.0,73.3,19.21325,17.57285,,,0.0,950.69733,0.0,950.69733,8.3,19.57,,,176.7,0.073,103.8,,,,190.44676,-0.85499,30.31464,56.62072,66.98193,1.39812,78.07652,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1206,1259,6796
Raw,choihyeonwook,Fastball RH Markerless 3,547.32196,796.61267,3796.7148399999996,3796.7148399999996,,3522.9939,-3.3,80.0,19.72383,19.30074,,,0.0,856.16174,0.0,856.16174,6.7,15.44,,,176.7,0.08,84.1,,,,191.40588,-0.15926,30.88503,57.42587,64.55855,1.40553,78.49047,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1174,1227,8020
Raw,choihyeonwook,Fastball RH Markerless 4,554.20337,868.47192,4131.33008,4131.33008,,3243.58228,13.3,73.3,20.43655,20.33857,,,0.0,967.28522,0.0,967.28522,7.9,10.64,,,166.7,0.069,107.1,,,,190.87752,-1.69173,30.69254,61.58468,64.50523,1.38339,77.25426,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1064,1114,5596
Raw,choihyeonwook,Fastball RH Markerless 5,574.14612,841.8653,3907.29443,3907.29443,,3360.15918,-3.3,70.0,19.08073,19.07025,,,0.0,900.48108,0.0,900.48108,8.6,19.28,,,163.3,0.088,94.4,,,,192.25215,0.85814,33.78304,62.05359,65.02999,1.39177,77.72232,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1047,1096,5548
Raw,choihyeonwook,Fastball RH Markerless 6,592.61267,897.08905,4123.30127,4123.30127,,3274.92725,-3.3,73.3,18.71394,18.71394,,,0.0,853.43744,0.0,853.43744,8.7,17.1,,,156.7,0.095,91.2,,,,191.4686,0.53435,32.56382,62.36984,60.89263,1.39115,77.68752,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1219,1266,6676
Raw,choihyeonwook,Fastball RH Markerless 7,601.04169,868.15344,3934.7973599999996,3934.7973599999996,,3175.11523,0.0,73.3,18.13608,17.80514,,,0.0,927.44049,0.0,927.44049,2.6,6.63,,,160.0,0.025,98.6,,,,192.77127,1.07193,31.01114,60.43979,58.55077,1.37104,76.56464,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",953,1001,5260
