_source,_player,_trial,peak_pelvis_v,peak_trunk_v,peak_humerus_v,peak_arm_v,peak_forearm_v,peak_hand_v,pelvis_to_trunk_lag_ms,trunk_to_humerus_lag_ms,max_x_factor,hip_shoulder_sep_at_fp,max_cog_velo_m_s,cog_decel_m_s,fp1_z_peak,fp2_z_peak,lead_z_peak,rear_z_peak,drive_propulsive_peak_pct_bw,drive_propulsive_impulse_pct_bw_s,lead_braking_peak_pct_bw,lead_braking_impulse_pct_bw_s,lead_block_duration_ms,horizontal_to_vertical_ratio,newtforce_turning_point_z_pct_bw,newtforce_lead_negative_y_pct_bw,newtforce_lead_negative_y_ms_after_br,newtforce_time_of_transfer_ms,layback_deg,torso_fwd_tilt_at_fp,torso_side_bend_at_mer,lead_knee_at_fp,lead_knee_at_br,stride_length,stride_pct,sampling_rate_hz_internal,fp_mapping,fc_frame,br_frame,n_frames
Accurate,leehyeonmin,Fastball RH Markerless 2,659.28088,803.80438,4899.19141,4899.19141,,3761.40112,76.7,76.7,31.88117,,,,1558.87378,1162.6665,1558.87378,1162.6665,,,,,,,,,,,186.77,,24.38724,,58.23209,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,765,4788
Accurate,leehyeonmin,Fastball RH Markerless 3,648.20679,833.58826,4813.24316,4813.24316,,2824.33203,76.7,73.3,22.25846,16.37243,,,0.0,475.4216,0.0,475.4216,9.5,28.93,,,163.3,0.173,52.6,,,,187.36627,-12.26977,24.16553,53.52872,55.47894,1.31642,71.58524,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",939,988,5756
Accurate,leehyeonmin,Fastball RH Markerless 4,643.0752,830.14905,4533.5083,4533.5083,,2681.21704,76.7,76.7,22.6351,17.67995,,,0.0,467.69214,0.0,467.69214,4.7,10.19,,,170.0,0.087,51.6,,,,186.94359,-13.93912,23.03193,52.61546,58.20816,1.33647,72.6754,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",680,731,4752
Accurate,leehyeonmin,Fastball RH Markerless 5,624.55695,784.86267,4461.00586,4461.00586,,2641.09204,86.7,70.0,21.5047,16.20936,,,0.0,485.82629,0.0,485.82629,4.8,11.33,,,173.3,0.088,54.0,,,,185.17468,-14.79175,21.05487,50.92674,57.31256,1.33167,72.41437,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",732,784,4616
Accurate,leehyeonmin,Fastball RH Markerless 6,660.61426,839.14825,4601.13135,4601.13135,,2765.01099,83.3,73.3,20.51072,13.30419,,,0.0,467.81137,0.0,467.81137,10.6,20.61,,,166.7,0.199,52.4,,,,187.0714,-13.68227,22.91128,53.24768,55.74391,1.32794,72.21171,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",593,643,4160
Accurate,leehyeonmin,Fastball RH Markerless 8,655.31201,863.48596,4800.95361,4800.95361,,2693.97681,80.0,76.7,28.5211,,,,1576.62451,1235.59277,1576.62451,1235.59277,,,,,,,,,,,186.64168,,23.11023,,56.00649,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,710,4532
Accurate,leehyeonmin,Fastball RH Markerless 9,647.93347,848.51324,4648.40332,4648.40332,,2484.98853,66.7,73.3,31.3653,,,,1606.48743,1225.59009,1606.48743,1225.59009,,,,,,,,,,,187.71262,,23.34066,,63.44756,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,702,4768
Accurate,leejunhyeok,Fastball RH Markerless 1,636.46576,981.67834,4248.8623,4248.8623,,3073.70654,10.0,60.0,20.68862,20.02597,,,0.0,995.26447,0.0,995.26447,1.2,2.27,,,153.3,0.011,110.4,,,,172.50883,-1.02536,18.36716,42.8328,6.94524,1.38566,76.94456,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1032,1078,5032
Accurate,leejunhyeok,Fastball RH Markerless 10,676.37439,977.66284,4283.34473,4283.34473,,2998.90234,0.0,60.0,17.51653,16.32756,,,0.0,950.58148,0.0,950.58148,1.2,2.78,,,136.7,0.011,105.6,,,,174.16727,0.66718,22.26284,43.92949,7.98116,1.45975,81.05857,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1291,1332,6064
Accurate,leejunhyeok,Fastball RH Markerless 2,634.08228,983.45856,4003.13818,4003.13818,,2977.22339,3.3,60.0,18.76927,18.48511,,,0.0,998.38983,0.0,998.38983,1.2,2.62,,,150.0,0.01,110.2,,,,171.72292,-0.36621,18.52527,43.58944,5.02998,1.38732,77.03654,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1022,1067,5016
Accurate,leejunhyeok,Fastball RH Markerless 5,625.71228,969.89453,4301.33545,4301.33545,,3144.76318,10.0,56.7,18.17482,17.87934,,,0.0,957.4845,0.0,957.4845,1.0,2.92,,,150.0,0.009,106.3,,,,172.87369,-0.8506,21.23438,45.82733,11.8115,1.40774,78.17032,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1217,1262,5756
Accurate,leejunhyeok,Fastball RH Markerless 6,621.38898,992.52856,4271.2627,4271.2627,,3122.47754,6.7,60.0,15.30571,15.08487,,,0.0,980.83038,0.0,980.83038,1.2,2.49,,,146.7,0.011,108.5,,,,172.48323,-1.29064,20.64663,44.50836,6.09358,1.41356,78.4934,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",991,1035,4972
Accurate,leejunhyeok,Fastball RH Markerless 7,621.02826,958.98792,4243.47607,4243.47607,,6759.88086,0.0,0.0,28.66756,,,,2076.79712,1217.78003,2076.79712,1217.78003,,,,,,,,,,,172.95705,,-13.9469,,3.68,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,1,5572
Accurate,leejunhyeok,Fastball RH Markerless 8,646.85754,957.32959,4259.27148,4259.27148,,3476.06201,6.7,56.7,17.26423,16.98299,,,0.0,966.02698,0.0,966.02698,1.1,2.44,,,150.0,0.01,108.1,,,,173.71654,-0.21648,25.32909,45.84157,12.78768,1.44999,80.51644,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1027,1072,5040
Accurate,leejunhyeok,Fastball RH Markerless 9,662.25195,983.83813,4266.16992,4266.16992,,3194.62622,6.7,63.3,21.14075,18.74037,,,0.0,950.69958,0.0,950.69958,1.0,2.68,,,143.3,0.009,105.9,,,,172.80736,0.69281,22.64815,45.56884,9.50166,1.44628,80.31035,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1178,1221,5704
Accurate,leeyoungha,Fastball RH Markerless 1,709.53497,981.00623,4656.354,4656.354,,3521.16211,16.7,66.7,31.3427,21.20463,,,0.0,159.63847,0.0,159.63847,20.6,76.49,,,203.3,0.187,16.6,,,,174.88315,-7.42751,34.12277,31.17256,14.94996,1.46672,76.78824,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",2453,2514,10916
Accurate,leeyoungha,Fastball RH Markerless 10,960.05261,1031.2356,6466.28857,6466.28857,,8591.67969,0.0,0.0,32.91486,,,,1984.43188,1643.15881,1984.43188,1643.15881,,,,,,,,,,,178.09074,,35.563,,7.95618,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,1,6740
Accurate,leeyoungha,Fastball RH Markerless 2,780.34521,1015.27661,5101.7168,5101.7168,,2902.50415,13.3,73.3,29.42643,26.39946,,,0.0,0.0,0.0,0.0,20.2,36.35,,,166.7,0.187,,,,,174.43881,-4.3467,33.94135,39.58084,9.07792,1.50159,78.6142,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1900,1950,8756
Accurate,leeyoungha,Fastball RH Markerless 3,768.76904,1015.21423,4632.24268,4632.24268,,3301.46021,16.7,63.3,31.32253,27.83132,,,345.41968,445.9361,345.41968,445.9361,22.3,55.19,12.3,7.8,676.7,0.206,18.6,,,4190.0,173.80931,-5.1217,33.52057,36.19822,10.35439,1.55216,81.26176,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1639,1692,7944
Accurate,leeyoungha,Fastball RH Markerless 4,798.90656,1062.4856,4776.85596,4776.85596,,3283.59424,10.0,70.0,30.40383,24.79921,,,0.0,516.49292,0.0,516.49292,7.5,21.56,,,186.7,0.122,54.3,,,,175.5947,-5.10271,32.30461,36.90676,15.08496,1.52053,79.60558,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1246,1302,6112
Accurate,leeyoungha,Fastball RH Markerless 5,781.71643,1004.47778,5295.46875,5295.46875,,3079.6189,10.0,70.0,31.16379,25.98976,,,0.0,532.76349,0.0,532.76349,20.8,49.88,,,176.7,0.19,21.5,,,,177.30995,-4.92978,34.74055,34.91371,5.2203,1.48631,77.81425,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1567,1620,7560
Accurate,leeyoungha,Fastball RH Markerless 6,708.97998,1038.68933,4704.06006,4704.06006,,7748.63135,0.0,0.0,30.63609,,,,2033.13306,1646.94641,2033.13306,1646.94641,,,,,,,,,,,174.90297,,35.3672,,6.88066,,,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",,1,5040
Accurate,leeyoungha,Fastball RH Markerless 7,829.24524,1055.4729,4851.64307,4851.64307,,3323.90015,16.7,66.7,31.33733,31.25302,,,0.0,530.13458,0.0,530.13458,7.6,17.25,,,143.3,0.134,56.7,,,,176.15739,-1.97895,33.59449,34.88648,3.36101,1.58777,83.12608,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",778,821,4080
Accurate,leeyoungha,Fastball RH Markerless 8,717.72095,1027.09131,4666.98193,4666.98193,,3265.59155,20.0,60.0,32.0934,29.75202,,,23.56469,492.62576,23.56469,492.62576,7.8,29.42,3.2,0.44,170.0,0.135,50.4,,,4150.0,177.83714,-3.68409,34.08472,40.81089,11.54428,1.5255,79.86601,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1216,1267,6040
Accurate,leeyoungha,Fastball RH Markerless 9,734.70471,1038.85742,4733.9917,4733.9917,,3265.9519,13.3,66.7,32.63424,23.17132,,,45.86456,481.06967,45.86456,481.06967,7.8,28.1,4.4,0.89,206.7,0.144,53.6,,,1126.7,175.46536,-6.49201,33.98067,30.7431,12.06823,1.4815,77.56222,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1139,1201,6012
Accurate,moonjeonghwan,Fastball LH Markerless 1,607.2016,889.06024,4226.13037,4226.13037,,3330.54468,6.7,96.7,20.3253,17.65462,,,0.0,466.02411,0.0,466.02411,7.6,18.18,,,143.3,0.146,52.1,,,,177.28819,-13.05082,11.42246,59.9613,55.97838,1.42199,78.9618,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",806,849,4284
Accurate,moonjeonghwan,Fastball LH Markerless 10,589.84344,878.29407,4367.91992,4367.91992,,3311.09473,-13.3,93.3,21.60622,21.25294,,,0.0,546.19592,0.0,546.19592,6.9,16.01,,,123.3,0.107,61.1,,,,177.71494,-7.57504,11.09793,54.95232,47.62135,1.48674,82.55742,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",730,767,4572
Accurate,moonjeonghwan,Fastball LH Markerless 2,599.20813,926.44794,4350.6499,4350.6499,,3265.33154,0.0,93.3,20.97048,19.51844,,,0.0,398.15741,0.0,398.15741,12.4,30.07,,,133.3,0.123,33.7,,,,177.24626,-10.12827,11.55738,56.55718,49.34603,1.47721,82.02811,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1077,1117,5920
Accurate,moonjeonghwan,Fastball LH Markerless 4,578.16296,904.22363,4389.21875,4389.21875,,3215.01074,-3.3,93.3,22.29737,21.40247,,,0.0,543.04297,0.0,543.04297,8.2,19.82,,,133.3,0.125,54.6,,,,178.61876,-10.25513,13.062,55.70635,47.50165,1.47364,81.82977,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",869,909,4524
Accurate,moonjeonghwan,Fastball LH Markerless 5,575.32141,910.41699,4257.81445,4257.81445,,3320.60815,-13.3,90.0,21.19762,19.39104,,,0.0,541.87024,0.0,541.87024,7.6,21.2,,,143.3,0.117,58.3,,,,178.2343,-12.57656,12.14823,61.06171,57.03801,1.43167,79.49927,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",871,914,4744
Accurate,moonjeonghwan,Fastball LH Markerless 6,584.63013,904.86194,4166.05762,4166.05762,,3204.76587,6.7,90.0,19.98337,17.68457,,,0.0,663.63348,0.0,663.63348,6.6,12.95,,,140.0,0.089,74.1,,,,175.95804,-12.27859,13.30701,59.31375,52.67333,1.43956,79.93757,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",735,777,4384
Accurate,moonjeonghwan,Fastball LH Markerless 7,601.80194,869.60724,4222.05908,4222.05908,,3380.6106,10.0,93.3,20.99917,19.35197,,,0.0,661.53619,0.0,661.53619,6.7,15.69,,,133.3,0.087,73.4,,,,177.94846,-10.91823,12.07561,58.8386,52.86754,1.47072,81.66737,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",747,787,5380
Accurate,moonseonghyeon,Fastball RH Markerless 1,512.2616,782.03772,3509.02295,3509.02295,,3107.95654,-53.3,86.7,14.09195,11.91768,,,0.0,175.51703,0.0,175.51703,1.2,0.02,,,120.0,0.19,6.4,,,,174.89355,-4.82433,25.04619,42.27654,35.47226,1.57554,88.48645,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1974,2010,9052
Accurate,moonseonghyeon,Fastball RH Markerless 10,440.61649,728.30945,3910.1166999999996,3910.1166999999996,,3488.89087,6.7,166.7,21.85532,20.29923,,,0.0,255.10947,0.0,255.10947,10.5,45.82,,,126.7,0.118,24.6,,,,179.60805,-10.01568,27.79608,43.65533,36.54381,1.62974,91.53088,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",2008,2046,9096
Accurate,moonseonghyeon,Fastball RH Markerless 2,490.74701,791.73749,3568.5,3568.5,,3184.73853,13.3,86.7,14.8894,11.55375,,,0.0,926.07251,0.0,926.07251,11.9,37.83,,,120.0,0.106,102.1,,,,174.61943,-5.81701,26.48224,38.99661,28.94613,1.58188,88.84277,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1666,1702,7732
Accurate,moonseonghyeon,Fastball RH Markerless 3,483.61841,773.99878,3499.95728,3499.95728,,3064.75562,-23.3,80.0,9.61913,8.62001,,,0.0,973.78076,0.0,973.78076,10.1,36.25,,,123.3,0.099,101.8,,,,174.06467,-5.75885,28.57557,41.38927,35.06782,1.57571,88.49611,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1648,1685,7652
Accurate,moonseonghyeon,Fastball RH Markerless 4,476.24963,738.51123,3493.13721,3493.13721,,3208.44507,-60.0,83.3,14.50831,11.17278,,,0.0,1004.68842,0.0,1004.68842,10.7,39.86,,,130.0,0.096,110.8,,,,175.21164,-7.37901,27.1466,42.52524,34.89103,1.59432,89.54136,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1729,1768,7904
Accurate,moonseonghyeon,Fastball RH Markerless 5,480.12842,775.64508,3557.85815,3557.85815,,3167.16504,-60.0,80.0,10.7666,9.47863,,,0.0,80.58167,0.0,80.58167,9.6,39.48,,,123.3,0.123,8.0,,,,175.55339,-5.85907,26.28554,42.58806,37.19046,1.59102,89.35606,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1693,1730,8976
Accurate,moonseonghyeon,Fastball RH Markerless 6,480.30231,774.63745,3488.38623,3488.38623,,3238.64478,-56.7,83.3,14.16236,10.73207,,,0.0,998.79681,0.0,998.79681,13.9,15.53,,,126.7,0.124,109.3,,,,175.31094,-6.97788,28.16438,43.09058,32.7551,1.57912,88.68755,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",2066,2104,9260
Accurate,moonseonghyeon,Fastball RH Markerless 7,464.46973,747.4682,3562.3186,3562.3186,,3209.91943,0.0,166.7,13.93503,11.52058,,,0.0,568.64368,0.0,568.64368,6.3,15.41,,,126.7,0.097,63.6,,,,177.31482,-6.1156,27.06356,42.34248,31.96751,1.56456,87.87003,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",743,781,3992
Accurate,moonseonghyeon,Fastball RH Markerless 8,471.3783,720.78516,3824.6679700000004,3824.6679700000004,,3203.95801,3.3,166.7,21.33763,19.83369,,,0.0,987.47906,0.0,987.47906,14.2,15.77,,,126.7,0.128,110.5,,,,178.18765,-10.51229,27.21725,45.35596,44.79839,1.60253,90.0023,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",2302,2340,10608
Accurate,moonseonghyeon,Fastball RH Markerless 9,486.18082,705.13269,3929.66846,3929.66846,,3461.02002,3.3,163.3,22.01838,19.63066,,,0.0,559.91016,0.0,559.91016,10.8,32.0,,,123.3,0.099,61.9,,,,177.1712,-11.40543,26.82889,43.65234,29.21055,1.61239,90.55622,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1497,1534,7084
Accurate,parkgunhyeong,Fastball LH Markerless 1,614.33667,1183.16687,4183.4292,4183.4292,,3287.03174,6.7,116.7,30.91055,29.39037,,,0.0,868.08862,0.0,868.08862,2.0,6.54,,,153.3,0.02,97.2,,,,183.72087,-8.24244,15.29978,56.096,24.87221,1.30087,71.42981,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1165,1211,5872
Accurate,parkgunhyeong,Fastball LH Markerless 10,620.33313,1116.93835,4090.9213900000004,4090.9213900000004,,3390.69849,10.0,120.0,29.3031,28.86715,,,0.0,881.31555,0.0,881.31555,2.1,5.7,,,153.3,0.021,97.5,,,,184.37065,-11.45316,17.21092,57.78651,38.28592,1.307,71.76689,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1076,1122,5584
Accurate,parkgunhyeong,Fastball LH Markerless 2,604.68433,1162.76917,3982.0932599999996,3982.0932599999996,,3565.90625,26.7,116.7,28.58329,26.22868,,,0.0,878.9635,0.0,878.9635,2.7,6.98,,,153.3,0.027,96.7,,,,182.33984,-9.30427,17.35623,60.35256,38.36236,1.27257,69.87608,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1053,1099,5216
Accurate,parkgunhyeong,Fastball LH Markerless 3,578.94928,1055.36487,4342.05469,4342.05469,,3497.95923,53.3,110.0,25.94497,22.51774,,,0.0,883.47906,0.0,883.47906,2.7,6.6,,,156.7,0.027,96.5,,,,182.13618,-7.73664,18.4423,58.21682,38.14889,1.31727,72.33038,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1088,1135,5444
Accurate,parkgunhyeong,Fastball LH Markerless 4,610.39771,1061.36206,4168.08643,4168.08643,,3526.45117,50.0,113.3,31.58315,29.69964,,,0.0,873.80292,0.0,873.80292,2.0,5.21,,,156.7,0.02,97.6,,,,183.76392,-11.03302,17.76605,58.28159,39.51583,1.32046,72.50583,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1101,1148,5536
Accurate,parkgunhyeong,Fastball LH Markerless 6,645.29358,1096.12524,4076.4648399999996,4076.4648399999996,,3464.21655,13.3,116.7,29.48751,27.52457,,,0.0,870.77289,0.0,870.77289,4.8,7.38,,,153.3,0.047,93.1,,,,183.73198,-10.99345,17.20484,59.11251,42.53493,1.35104,74.18477,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1350,1396,6456
Accurate,parkgunhyeong,Fastball LH Markerless 7,611.04272,1107.30981,4198.49023,4198.49023,,3374.75366,43.3,120.0,28.29797,26.86618,,,0.0,871.99207,0.0,871.99207,2.4,6.5,,,163.3,0.024,97.4,,,,186.02055,-10.75009,16.95927,60.28627,37.44856,1.3123,72.05752,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1008,1057,5040
Accurate,parkgunhyeong,Fastball LH Markerless 8,609.21472,1178.48108,4138.04688,4138.04688,,3418.27979,20.0,123.3,30.04142,29.95598,,,0.0,928.24304,0.0,928.24304,1.9,4.43,,,160.0,0.019,102.9,,,,182.79358,-11.4546,18.05782,59.50968,35.95592,1.309,71.87652,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",960,1008,4892
Accurate,parkgunhyeong,Fastball LH Markerless 9,621.46277,1112.20081,4304.3042,4304.3042,,3539.0293,-53.3,126.7,31.01896,30.90706,,,0.0,878.62134,0.0,878.62134,2.0,5.34,,,160.0,0.02,97.6,,,,185.04579,-10.94532,17.47337,60.52284,40.62491,1.30055,71.41267,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1072,1120,5432
Accurate,parkrogeon,Fastball LH Markerless 1,663.16895,1052.24597,4648.23291,4648.23291,,2898.13306,-36.7,120.0,29.77065,27.20482,,,0.0,889.08435,0.0,889.08435,3.1,13.68,,,126.7,0.031,98.7,,,,182.14563,-1.43606,24.12521,47.87727,38.37466,1.4357,78.5053,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1629,1667,7768
Accurate,parkrogeon,Fastball LH Markerless 2,636.29016,1057.43054,4745.97119,4745.97119,,3267.42993,-40.0,120.0,28.98409,24.77686,,,0.0,898.55896,0.0,898.55896,3.8,7.43,,,123.3,0.037,99.7,,,,180.41991,-1.32841,25.22213,48.3844,39.96897,1.44117,78.80396,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1190,1227,5928
Accurate,parkrogeon,Fastball LH Markerless 3,622.38635,989.65167,4750.46045,4750.46045,,3302.58472,-33.3,116.7,27.22293,22.92616,,,0.0,881.83807,0.0,881.83807,5.1,12.04,,,123.3,0.052,98.1,,,,178.59436,-2.64725,23.96851,48.13019,40.53005,1.43082,78.23821,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1342,1379,7208
Accurate,parkrogeon,Fastball LH Markerless 4,586.7774,1035.50964,4598.98438,4598.98438,,3074.4646,-23.3,113.3,29.65776,27.8263,,,0.0,923.57788,0.0,923.57788,6.8,33.55,,,136.7,0.065,100.7,,,,181.9003,-1.36229,25.46778,49.67973,42.98959,1.46451,80.08051,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1692,1733,9480
Accurate,parkrogeon,Fastball LH Markerless 5,653.58545,993.8078,4735.4834,4735.4834,,2942.77075,-36.7,120.0,25.46984,17.43773,,,0.0,885.99762,0.0,885.99762,3.9,8.71,,,110.0,0.039,98.2,,,,182.30664,1.18944,26.13183,46.25413,35.65981,1.49546,81.77278,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1327,1360,6444
Accurate,parkrogeon,Fastball LH Markerless 6,651.42773,1016.56012,4799.85156,4799.85156,,3138.02344,-36.7,120.0,28.95534,21.47042,,,0.0,857.776,0.0,857.776,4.5,15.31,,,116.7,0.045,95.3,,,,182.77347,1.10021,27.12844,47.4021,39.4952,1.47248,80.51619,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1428,1463,7624
Accurate,parkrogeon,Fastball LH Markerless 7,647.04553,998.65808,4818.38477,4818.38477,,3483.36768,-30.0,120.0,29.52444,24.30502,,,0.0,908.97797,0.0,908.97797,4.7,10.34,,,123.3,0.046,99.4,,,,180.43394,0.40109,25.13595,48.20779,43.5898,1.47695,80.76044,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1392,1429,7068
Accurate,parkrogeon,Fastball LH Markerless 8,630.10559,1065.85815,4753.98633,4753.98633,,3335.65039,-30.0,116.7,29.34716,24.27519,,,0.0,918.61511,0.0,918.61511,4.4,8.02,,,123.3,0.042,101.4,,,,181.13103,0.17852,25.92889,48.09835,39.78675,1.47752,80.79159,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1440,1477,7468
Accurate,parkrogeon,Fastball LH Markerless 9,636.59625,958.4314,4792.78516,4792.78516,,3179.89771,-36.7,120.0,29.02939,20.62871,,,0.0,114.41997,0.0,114.41997,12.3,29.87,,,113.3,0.112,11.9,,,,182.31197,-0.16577,25.01089,47.73427,40.24407,1.49937,81.9865,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",2266,2300,10816
Accurate,parkshinji,Fastball RH Markerless 1,706.32983,976.13367,5067.45557,5067.45557,,3177.9126,-16.7,106.7,23.16342,22.40991,,,0.0,999.49817,0.0,999.49817,3.7,8.18,,,126.7,0.034,99.9,,,,170.37335,-7.45695,31.94297,43.07677,20.54809,1.41871,76.7237,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1822,1860,8308
Accurate,parkshinji,Fastball RH Markerless 10,709.14349,974.92175,4765.521,4765.521,,3299.47412,10.0,53.3,23.48874,20.94895,,,0.0,996.49176,0.0,996.49176,1.7,2.4,,,126.7,0.014,109.7,,,,173.54764,-6.33875,31.37056,41.7786,24.15224,1.46814,79.39682,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1469,1507,7268
Accurate,parkshinji,Fastball RH Markerless 2,699.18353,975.02051,5010.72021,5010.72021,,2494.4397,-20.0,106.7,23.87493,23.34668,,,0.0,992.74805,0.0,992.74805,5.3,12.09,,,123.3,0.048,111.1,,,,171.78287,-7.3796,31.27016,43.45036,25.8575,1.43392,77.54621,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1632,1669,7332
Accurate,parkshinji,Fastball RH Markerless 3,753.71082,958.31256,5198.16992,5198.16992,,2783.95239,-26.7,110.0,24.7314,23.24489,,,0.0,957.48315,0.0,957.48315,4.5,17.15,,,126.7,0.043,96.9,,,,172.8853,-7.66472,30.13794,42.31561,17.54706,1.43348,77.52253,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1727,1765,7928
Accurate,parkshinji,Fastball RH Markerless 7,669.1236,988.93713,4775.20996,4775.20996,,2730.02881,13.3,50.0,21.96861,21.49483,,,0.0,989.68109,0.0,989.68109,1.6,2.36,,,150.0,0.014,106.2,,,,171.33456,-8.08731,27.15061,38.26595,12.36184,1.43063,77.36814,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1253,1298,5808
Accurate,parkwoong,Fastball RH Markerless 10,619.90875,893.58014,3997.3613299999997,3997.3613299999997,,3307.00854,86.7,66.7,15.01647,14.65141,,,0.0,1196.32422,0.0,1196.32422,6.6,12.28,,,146.7,0.05,131.5,,,,167.47197,-8.7086,24.4297,45.49836,26.52034,1.51091,78.68338,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1581,1625,7340
Accurate,parkwoong,Fastball RH Markerless 2,583.7475,903.90753,4082.14844,4082.14844,,3268.052,0.0,63.3,15.81203,15.50062,,,0.0,1122.53516,0.0,1122.53516,6.5,10.15,,,146.7,0.048,125.7,,,,164.20358,-8.33334,17.99682,42.44887,26.18204,1.46978,76.54144,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1571,1615,7132
Accurate,parkwoong,Fastball RH Markerless 4,622.37878,888.27985,4239.53223,4239.53223,,3167.92822,60.0,63.3,15.1496,14.82085,,,0.0,1159.64868,0.0,1159.64868,6.1,8.34,,,143.3,0.045,126.2,,,,162.31203,-8.38804,21.26017,42.42587,18.42925,1.4526,75.64692,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1624,1667,7536
Accurate,parkwoong,Fastball RH Markerless 5,578.81671,875.16547,4018.99561,4018.99561,,3472.85449,3.3,63.3,15.71383,15.17015,,,0.0,1168.52246,0.0,1168.52246,5.5,6.29,,,146.7,0.04,129.5,,,,164.03363,-8.48224,23.22473,43.23414,22.67385,1.48945,77.56565,300,"FP1=lead(앞발), FP2=rear(뒷발) — 강제 매핑",1526,1570,7364
